text,condition,img_name,group_id,prompt_type,response_type,response,model_name,version,num_params
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,afforded_image,laptopcomputer_natural.jpeg,1,explicit,cosine_similarity,0.16833634674549103,clip-big-giant,natural,2539567105
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,non-afforded_image,papernapkin_natural.jpeg,1,explicit,cosine_similarity,0.18704846501350403,clip-big-giant,natural,2539567105
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,related_image,huntingrifle_natural.jpeg,1,explicit,cosine_similarity,0.1774970293045044,clip-big-giant,natural,2539567105
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,afforded_image,pen_natural.jpeg,2,explicit,cosine_similarity,0.16250278055667877,clip-big-giant,natural,2539567105
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,non-afforded_image,nickel_natural.jpeg,2,explicit,cosine_similarity,0.2328944355249405,clip-big-giant,natural,2539567105
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,related_image,string_natural.jpeg,2,explicit,cosine_similarity,0.24959036707878113,clip-big-giant,natural,2539567105
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,afforded_image,floppydisks_natural.jpeg,3,explicit,cosine_similarity,0.20416754484176636,clip-big-giant,natural,2539567105
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,non-afforded_image,pencils_natural.jpeg,3,explicit,cosine_similarity,0.2107110172510147,clip-big-giant,natural,2539567105
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,related_image,oldmagazines_natural.jpeg,3,explicit,cosine_similarity,0.193264439702034,clip-big-giant,natural,2539567105
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",afforded_image,newspaper_natural.jpeg,4,explicit,cosine_similarity,0.14573049545288086,clip-big-giant,natural,2539567105
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",non-afforded_image,matchbook_natural.jpeg,4,explicit,cosine_similarity,0.11665552854537964,clip-big-giant,natural,2539567105
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",related_image,skimask_natural.jpeg,4,explicit,cosine_similarity,0.32016903162002563,clip-big-giant,natural,2539567105
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",afforded_image,clothesdryer_natural.jpeg,5,explicit,cosine_similarity,0.17966176569461823,clip-big-giant,natural,2539567105
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",non-afforded_image,cookiejar_natural.jpeg,5,explicit,cosine_similarity,0.19857022166252136,clip-big-giant,natural,2539567105
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",related_image,broomcloset_natural.jpeg,5,explicit,cosine_similarity,0.21149292588233948,clip-big-giant,natural,2539567105
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. What can Bill stand on instead?",afforded_image,tractor_natural.jpeg,6,explicit,cosine_similarity,0.1503678262233734,clip-big-giant,natural,2539567105
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. What can Bill stand on instead?",non-afforded_image,hammer_natural.jpeg,6,explicit,cosine_similarity,0.1815323680639267,clip-big-giant,natural,2539567105
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. What can Bill stand on instead?",related_image,chair_natural.jpeg,6,explicit,cosine_similarity,0.1567574143409729,clip-big-giant,natural,2539567105
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well. What can Phil use to fan the fire?",afforded_image,map_natural.jpeg,7,explicit,cosine_similarity,0.07131098955869675,clip-big-giant,natural,2539567105
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well. What can Phil use to fan the fire?",non-afforded_image,rock_natural.jpeg,7,explicit,cosine_similarity,0.17609024047851562,clip-big-giant,natural,2539567105
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well. What can Phil use to fan the fire?",related_image,bellows_natural.jpeg,7,explicit,cosine_similarity,0.1625455617904663,clip-big-giant,natural,2539567105
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",afforded_image,plasticspoon_natural.jpeg,8,explicit,cosine_similarity,0.16447550058364868,clip-big-giant,natural,2539567105
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",non-afforded_image,largerefrigerator_natural.jpeg,8,explicit,cosine_similarity,0.08758591115474701,clip-big-giant,natural,2539567105
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",related_image,redbeanbag_natural.jpeg,8,explicit,cosine_similarity,0.19115480780601501,clip-big-giant,natural,2539567105
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",afforded_image,vacuumcleaner_natural.jpeg,9,explicit,cosine_similarity,0.12361322343349457,clip-big-giant,natural,2539567105
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",non-afforded_image,electricoutlet_natural.jpeg,9,explicit,cosine_similarity,0.2047642469406128,clip-big-giant,natural,2539567105
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",related_image,doorknob_natural.jpeg,9,explicit,cosine_similarity,0.18962505459785461,clip-big-giant,natural,2539567105
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. What can Jonathan use to chisel an inch of ice off his windshield?",afforded_image,seveniron_natural.jpeg,10,explicit,cosine_similarity,0.16404373943805695,clip-big-giant,natural,2539567105
