text,condition,img_name,group_id,prompt_type,response_type,response,model_name,version,num_params
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,afforded_image,laptopcomputer_natural.jpeg,1,explicit,cosine_similarity,0.12721575796604156,clip-vit-large-patch14,natural,427616513
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,non-afforded_image,papernapkin_natural.jpeg,1,explicit,cosine_similarity,0.16487233340740204,clip-vit-large-patch14,natural,427616513
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,related_image,huntingrifle_natural.jpeg,1,explicit,cosine_similarity,0.15825597941875458,clip-vit-large-patch14,natural,427616513
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,afforded_image,pen_natural.jpeg,2,explicit,cosine_similarity,0.1782166212797165,clip-vit-large-patch14,natural,427616513
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,non-afforded_image,nickel_natural.jpeg,2,explicit,cosine_similarity,0.15169763565063477,clip-vit-large-patch14,natural,427616513
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,related_image,string_natural.jpeg,2,explicit,cosine_similarity,0.17050118744373322,clip-vit-large-patch14,natural,427616513
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,afforded_image,floppydisks_natural.jpeg,3,explicit,cosine_similarity,0.14471617341041565,clip-vit-large-patch14,natural,427616513
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,non-afforded_image,pencils_natural.jpeg,3,explicit,cosine_similarity,0.10096123069524765,clip-vit-large-patch14,natural,427616513
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,related_image,oldmagazines_natural.jpeg,3,explicit,cosine_similarity,0.11086912453174591,clip-vit-large-patch14,natural,427616513
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",afforded_image,newspaper_natural.jpeg,4,explicit,cosine_similarity,0.1032908633351326,clip-vit-large-patch14,natural,427616513
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",non-afforded_image,matchbook_natural.jpeg,4,explicit,cosine_similarity,0.08462882041931152,clip-vit-large-patch14,natural,427616513
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",related_image,skimask_natural.jpeg,4,explicit,cosine_similarity,0.18168486654758453,clip-vit-large-patch14,natural,427616513
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",afforded_image,clothesdryer_natural.jpeg,5,explicit,cosine_similarity,0.1468774527311325,clip-vit-large-patch14,natural,427616513
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",non-afforded_image,cookiejar_natural.jpeg,5,explicit,cosine_similarity,0.13672833144664764,clip-vit-large-patch14,natural,427616513
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",related_image,broomcloset_natural.jpeg,5,explicit,cosine_similarity,0.16047830879688263,clip-vit-large-patch14,natural,427616513
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. What can Bill stand on instead?",afforded_image,tractor_natural.jpeg,6,explicit,cosine_similarity,0.1527123600244522,clip-vit-large-patch14,natural,427616513
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. What can Bill stand on instead?",non-afforded_image,hammer_natural.jpeg,6,explicit,cosine_similarity,0.17314213514328003,clip-vit-large-patch14,natural,427616513
"Bill was painting his barn. Part of the wall was too high to reach without a ladder, but he'd lent his ladder to a neighbor. What can Bill stand on instead?",related_image,chair_natural.jpeg,6,explicit,cosine_similarity,0.17331869900226593,clip-vit-large-patch14,natural,427616513
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well. What can Phil use to fan the fire?",afforded_image,map_natural.jpeg,7,explicit,cosine_similarity,0.06883940100669861,clip-vit-large-patch14,natural,427616513
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well. What can Phil use to fan the fire?",non-afforded_image,rock_natural.jpeg,7,explicit,cosine_similarity,0.18716226518154144,clip-vit-large-patch14,natural,427616513
"Phil was trying to get a barbecue going. He tried blowing on the coals, but they still weren't burning well. What can Phil use to fan the fire?",related_image,bellows_natural.jpeg,7,explicit,cosine_similarity,0.12177623808383942,clip-vit-large-patch14,natural,427616513
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",afforded_image,plasticspoon_natural.jpeg,8,explicit,cosine_similarity,0.14916498959064484,clip-vit-large-patch14,natural,427616513
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",non-afforded_image,largerefrigerator_natural.jpeg,8,explicit,cosine_similarity,0.13980378210544586,clip-vit-large-patch14,natural,427616513
"Peggy was babysitting her infant nephew. He was being fussy, but she had few toys to occupy him. What can Peggy give her infant nephew to play with?",related_image,redbeanbag_natural.jpeg,8,explicit,cosine_similarity,0.16007375717163086,clip-vit-large-patch14,natural,427616513
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",afforded_image,vacuumcleaner_natural.jpeg,9,explicit,cosine_similarity,0.1447688192129135,clip-vit-large-patch14,natural,427616513
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",non-afforded_image,electricoutlet_natural.jpeg,9,explicit,cosine_similarity,0.17306315898895264,clip-vit-large-patch14,natural,427616513
"Joe's roommates had taken all of the space in the closet, and there was no place to hang his coat. What can Joe use as a coat rack?",related_image,doorknob_natural.jpeg,9,explicit,cosine_similarity,0.17519058287143707,clip-vit-large-patch14,natural,427616513
"Jonathan opened up his car's trunk, but the ice scraper wasn't there. What can Jonathan use to chisel an inch of ice off his windshield?",afforded_image,seveniron_natural.jpeg,10,explicit,cosine_similarity,0.12599247694015503,clip-vit-large-patch14,natural,427616513
