text,condition,img_name,group_id,prompt_type,response_type,response,model_name,version,num_params
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,afforded_image,laptopcomputer_natural.jpeg,1,explicit,cosine_similarity,0.0751684159040451,align-base,natural,172117841
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,non-afforded_image,papernapkin_natural.jpeg,1,explicit,cosine_similarity,0.07961226999759674,align-base,natural,172117841
Brad was sitting in his office when an intruder threatened him with a knife. What can Brad use to protect himself?,related_image,huntingrifle_natural.jpeg,1,explicit,cosine_similarity,0.06890889257192612,align-base,natural,172117841
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,afforded_image,pen_natural.jpeg,2,explicit,cosine_similarity,0.06312297284603119,align-base,natural,172117841
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,non-afforded_image,nickel_natural.jpeg,2,explicit,cosine_similarity,0.01735820807516575,align-base,natural,172117841
Jenny was hiking in the woods. She left her friend Adam a note explaining that she would mark her choice of direction at each intersection. What can Jenny use to point her path?,related_image,string_natural.jpeg,2,explicit,cosine_similarity,0.04927334561944008,align-base,natural,172117841
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,afforded_image,floppydisks_natural.jpeg,3,explicit,cosine_similarity,0.04755498841404915,align-base,natural,172117841
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,non-afforded_image,pencils_natural.jpeg,3,explicit,cosine_similarity,0.009522739797830582,align-base,natural,172117841
Art was having a party. He realized he didn't have enough coasters to protect the tables from condensation dripping off the glasses. What can Art use to protect his table?,related_image,oldmagazines_natural.jpeg,3,explicit,cosine_similarity,0.04139707237482071,align-base,natural,172117841
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",afforded_image,newspaper_natural.jpeg,4,explicit,cosine_similarity,0.0676654651761055,align-base,natural,172117841
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",non-afforded_image,matchbook_natural.jpeg,4,explicit,cosine_similarity,0.04875151813030243,align-base,natural,172117841
"Mike was freezing in the wind. He needed something to cover his face, but he didn't have enough money to buy a scarf. What can Mike use to cover his face?",related_image,skimask_natural.jpeg,4,explicit,cosine_similarity,0.127523273229599,align-base,natural,172117841
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",afforded_image,clothesdryer_natural.jpeg,5,explicit,cosine_similarity,0.05163183435797691,align-base,natural,172117841
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",non-afforded_image,cookiejar_natural.jpeg,5,explicit,cosine_similarity,0.03865664452314377,align-base,natural,172117841
"David was playing hide and seek with his son, Duncan. Where can Duncan hide?",related_image,broomcloset_natural.jpeg,5,explicit,cosine_similarity,0.05256156995892525,align-base,natural,172117841
